V1 V2 V3 V4 V5 V6 V7 V8 V9 V10 V11 V12 V13 V14 V15 V16 V17 V18 V19 V20 V21 V22 V23 V24 V25 V26 V27 V28 V29 V30 V31
1 0.174124627834701 0.174087126490863 0.173974586996061 0.173786902841218 0.173523896113012 0.173185316893551 0.172770842413752 0.17228007595423 0.171712545485518 0.171067702037446 0.170344917785345 0.169543483838364 0.168662607712742 0.167701410470032 0.166658923497227 0.165534084902375 0.164325735495462 0.163032614320073 0.161653353696589 0.1601864737322 0.158630376246896 0.156983338057489 0.155243778564707 0.153409071683883 0.151477430627626 0.149446550366298 0.147314490224506 0.145077493468955 0.142733262316903 0.140278728449752 0.13771059458573
2 0.174092918589984 0.17399271954093 0.173817396488604 0.173566783286089 0.173240641893783 0.172838661573607 0.172360457831817 0.171805571102643 0.171173465162849 0.170463525265297 0.169675055977175 0.168807278706184 0.167859328895096 0.16683025286224 0.165719004262012 0.164524440135856 0.163245316519995 0.161880283571431 0.16042788016848 0.158886527936044 0.15725452463889 0.155530036878427 0.15371129980278 0.151795700828259 0.149781250021 0.147666039475991 0.145446335950409 0.143119878266111 0.140683633889341 0.138134344218871 0.135468506013312
3 0.173997765502791 0.173834792064914 0.17359655545225 0.173282829460463 0.17289331532539 0.172427640707473 0.171885358418305 0.171265944879847 0.170568798304677 0.169793236583372 0.168938494862666 0.168003722795356 0.166987981439909 0.165890239784537 0.164709370866753 0.163444147455385 0.162093237257437 0.160655197606894 0.15912846958673 0.157511371528618 0.155802091827048 0.153998900962458 0.152099185966364 0.150100995957293 0.148001911907651 0.145799852983615 0.143490964517419 0.141072791989932 0.138542114575971 0.135895469948769 0.133129133878318
4 0.173839092441927 0.173613217532861 0.17331188657926 0.172934812738538 0.172481635758672 0.171951920747278 0.171345156674931 0.170660754601495 0.169898045611878 0.169056278445343 0.168134616799711 0.167132136289009 0.166047821029757 0.16488055982762 0.163629141932059 0.162292252322101 0.160868466481274 0.159356244613924 0.157753925248537 0.156059718166125 0.15427192829892 0.152387942738728 0.150405848613992 0.148323254462925 0.146138113114147 0.143846594013129 0.141446280353247 0.138933988207605 0.136306295191532 0.133559520424509 0.130689702080208
5 0.173616772281497 0.173327818059801 0.172963160695726 0.172522451962936 0.172005269188642 0.171411113800548 0.170739409598635 0.169989500738614 0.169160649411532 0.168252033201361 0.167262742099526 0.166191775152203 0.165038036712611 0.163800332266677 0.162477363795885 0.161067724636258 0.159569893786601 0.157982229612799 0.156302962887406 0.154530432101615 0.15266202491645 0.150695865418277 0.148629589133985 0.14646118168119 0.14418683637904 0.141804173144693 0.139310044097457 0.136701065851031 0.13397359982713 0.131123730207129 0.128147239183569
6 0.173330626538471 0.172978363896925 0.172550096103146 0.172045412632383 0.171463827282985 0.170804776493091 0.170067617371104 0.169251625424797 0.168355991971354 0.167379821207767 0.166322126917885 0.165181828789014 0.163957748306991 0.162648604194375 0.16125300735143 0.159769455254046 0.158196325756404 0.156531870238867 0.154774459847087 0.152921483381385 0.150971100825189 0.148920974133188 0.146769120863765 0.144511757974547 0.14214654114763 0.139670357721154 0.137079862391155 0.134371457865465 0.131541273203706 0.128585139513219 0.125498562615944
7 0.172980424862174 0.172564572771549 0.172072357764641 0.171503305928923 0.170856866243857 0.170132408657744 0.169329221865587 0.168446510770715 0.167483393609993 0.166438898719515 0.165311960914136 0.164101417450488 0.162806003538761 0.161424347363775 0.159954964570374 0.158396252161937 0.156746481753789 0.155004056230612 0.153166366160481 0.151231606354871 0.14919746465108 0.14706198972447 0.144821421940068 0.14247345181482 0.140015001102112 0.137442761690928 0.134753176588996 0.13194241863844 0.129006366641368 0.12594057851951 0.122740261068165
8 0.172565884372466 0.172086109071686 0.171529556330681 0.170895687578456 0.170183885495662 0.169393451840515 0.16852360496113 0.167573476974612 0.166542110590242 0.16542845555068 0.164231364661458 0.162949589374706 0.161581774888439 0.160126454717277 0.15858204468445 0.156946836277933 0.155219263195829 0.15339671845804 0.151477430627626 0.149459112894492 0.147339844250827 0.14511588824191 0.142784969317152 0.14034404286449 0.137789837102069 0.135118834380064 0.132327250259714 0.129411010054398 0.126365722465572 0.123186649884296 0.119868674854234
9 0.172086668842562 0.171542582870121 0.170921246998136 0.170222056537242 0.16944432619021 0.168587287614231 0.167650086652916 0.166631780215919 0.165531332780583 0.1643476124865 0.163079386789595 0.161725317637805 0.160283956125093 0.158753736574588 0.157132969994852 0.155420119962456 0.153612582685926 0.151708619396862 0.149705968122388 0.147602737394238 0.145395213714654 0.14308115458974 0.140657548283323 0.138121158503577 0.135468506013312 0.132695848060597 0.129799155321691 0.126774085997403 0.123615956643768 0.120319709245027 0.116879873948302
10 0.171542387721239 0.170933548781754 0.1702469281953 0.169481853495861 0.168637569519495 0.167713235688399 0.166707922945896 0.165620610317366 0.164450181068501 0.163195418428218 0.161855000838986 0.160427496692145 0.15891135849995 0.157304916449391 0.155606371275169 0.153813998491827 0.151925215579934 0.149938076679538 0.14785071910668 0.145659452101113 0.143362065375442 0.140955579331934 0.138436792353382 0.135802262712003 0.133048288340321 0.130170884162764 0.12716575663725 0.124028275097244 0.120753439413954 0.117335843412341 0.113769633368674
11 0.170932594988305 0.170258504646913 0.169506040084339 0.168674459190746 0.167762934824673 0.166770551802402 0.165696303517018 0.164539088159081 0.163297704506866 0.16197084724966 0.16055710180245 0.159054938564729 0.157462706569394 0.155778626460404 0.15400100278553 0.152127259286974 0.150155482028052 0.148083292426217 0.145908654089922 0.14362775626587 0.141238194726681 0.138736801737179 0.136120172201349 0.133384643762512 0.130526274510953 0.127540817956046 0.124423694862619 0.12116996148243 0.117774273628079 0.114230845933924 0.110531391367991
12 0.170256787835909 0.169516890031996 0.16869796287128 0.167799192511964 0.16681967748845 0.165758425387398 0.164614349129561 0.163386262825929 0.162072877172345 0.160672794341767 0.159184502327663 0.157606368685665 0.155936633613183 0.154173629763325 0.152314787847714 0.150358224776829 0.148301586904352 0.146142867350827 0.143878278739988 0.141505449969138 0.139021246414534 0.136422298758886 0.133704983410295 0.130865400573714 0.127899349639465 0.124802301497484 0.12156936731891 0.118195263265399 0.114674270486839 0.111000365774066 0.10714329731925
13 0.169514405167124 0.16870808453762 0.167822014912229 0.16685530839437 0.165806986596206 0.164675976980428 0.163461108780918 0.162161108467115 0.160774594712043 0.159300072818312 0.157735928550181 0.156080421312545 0.154331910930511 0.152487835836363 0.150546342708966 0.148505102330339 0.146362136567727 0.144113681200319 0.141757397385751 0.139290182862289 0.136708703262015 0.134009372838369 0.131188332889683 0.128241427550479 0.125164176567782 0.121951744614361 0.118598906611814 0.115100008439602 0.111449098040141 0.10761839671748 0.103686795874874
14 0.168704825901917 0.167831405902878 0.166877450602892 0.165841995477497 0.16472398234934 0.163522255372024 0.162235556562733 0.160862520844263 0.159401670551688 0.157851409352617 0.156210015523006 0.154475875122091 0.152646435094582 0.15071987080716 0.148693876975909 0.146566503469508 0.144334009006833 0.14199408616505 0.139543664315397 0.136979443232786 0.134297874122111 0.131495138382552 0.128567123788528 0.125509397712836 0.122317176953771 0.118985293651223 0.115508156682511 0.111879882991833 0.108075195347326 0.104167426983827 0.100031807994724
15 0.167827367079116 0.166886107892849 0.165863458036775 0.164758373517652 0.16356971321216 0.162296234466285 0.160936588209719 0.159489313541276 0.157952831735192 0.156325439611337 0.154605548521643 0.152790614752541 0.150878841277147 0.14886794626448 0.14675600685873 0.144539304508582 0.142215562392464 0.139781740805224 0.137234572879988 0.134570545903835 0.13178588041191 0.128876506745399 0.125838038706794 0.122665743883825 0.119354510138517 0.115898807666325 0.112292820335139 0.108513792219253 0.10462945755914 0.100518590774712 0.0962319636843294
16 0.166881281741468 0.165871377954653 0.164779156415517 0.163603490533516 0.162343152771273 0.160996809829717 0.159563017310411 0.158040213805842 0.156426714361634 0.154720954678399 0.152920401248167 0.151023283569226 0.149027342795112 0.146930682638204 0.144729607073099 0.142421869082809 0.140004459195348 0.137474143138607 0.134827443436245 0.132060618821084 0.129169641157898 0.126150169516677 0.122997520976867 0.119706637670148 0.116272049480243 0.112688005191081 0.108934417526889 0.105072987927798 0.100986450193245 0.0967255016035906 0.0922795707323055
17 0.165865756589103 0.164786334625505 0.163623593192642 0.162376319664202 0.161043196283734 0.15962279490211 0.158113571149771 0.1565138579887 0.154822114522597 0.153035818344537 0.151153224397851 0.149172096364496 0.147090563835487 0.144904953113652 0.142613046210477 0.140211863214985 0.137698201706748 0.13506861862318 0.132319409982078 0.129446588157439 0.126445856357073 0.123312579891288 0.12004175375085 0.116627965925666 0.113065528177349 0.109337650719114 0.10543708505742 0.101435497085698 0.0971997764891606 0.0927804606885829 0.0881665681584371
18 0.164779909384822 0.163630024674062 0.162395740929665 0.161075755716043 0.159668656887276 0.158172916839366 0.156586886149736 0.154909046379078 0.153136887145492 0.151268687759394 0.149302233986967 0.147235680625366 0.145065376114325 0.142789130737389 0.140403993490026 0.137906793080027 0.135294120057697 0.132562306837704 0.1297074053166 0.126725161741599 0.123610988428423 0.120359931856558 0.116966636585876 0.113425304334711 0.109722166333124 0.105843913794806 0.101865836815765 0.0976549046514291 0.0932617272482559 0.0886754112872512 0.0838844306157648
