V1 V2 V3 V4 V5 V6 V7 V8 V9 V10 V11 V12 V13 V14 V15 V16 V17 V18 V19 V20 V21 V22 V23 V24 V25 V26 V27 V28 V29 V30 V31
1 0.0507887242711167 0.0507564908623674 0.0506597605374411 0.050498442881058 0.0502723868037621 0.0499813799466244 0.0496251478489844 0.0492033528800429 0.0487155929348734 0.0481613998947102 0.0475402378503387 0.0468515010858404 0.0460945118177875 0.0452685176823103 0.0443726889591733 0.0434061155180217 0.0423738444103497 0.0412708851133029 0.0400933336194277 0.038839850752138 0.037447982611752 0.0360382965642246 0.0345481644024467 0.0329758957013791 0.0313196939369631 0.0295776462435869 0.0277477116205085 0.0258277075896289 0.0238152953477205 0.0217079635003422 0.0195030105085115
2 0.0507614693224003 0.0506753458447636 0.0505246525728839 0.0503092484193785 0.0500289311380635 0.0496834365306056 0.0492724374169153 0.0487955423698714 0.0482522942144091 0.0476421682899978 0.0469645704740253 0.0462188349615871 0.0454042217945976 0.0445199141298806 0.0435650152321704 0.0425432306524901 0.041452381073165 0.0402871503185461 0.0390462119161582 0.0376671253082229 0.0362704720360232 0.0347936391152154 0.0332349526210541 0.0315926340502333 0.0298647903299056 0.0280494022790242 0.0261443115182367 0.02414720586446 0.0220556032900769 0.0198668345708572 0.017578024785769
3 0.0506796829587537 0.0505396043182814 0.0503348377048802 0.0500651909425623 0.0497304100394068 0.0493301781967713 0.0488641145827623 0.0483317728701148 0.0477326395376368 0.047066131933097 0.0463315960933279 0.0455283043149509 0.0446554524659525 0.0437121570246258 0.0427008508396891 0.0416220155151357 0.0404690044040172 0.0392405036251835 0.0378740857979156 0.0364903464156789 0.0350266874296271 0.0334814510586102 0.0318528763894855 0.0301390896341943 0.0283380928439218 0.0264477510705158 0.0244657780045833 0.0223897201630101 0.0202169397429799 0.0179445962999223 0.0155696274349451
4 0.0505433005555777 0.0503491588404939 0.0500901652968 0.0497660760875562 0.0493765847307917 0.0489213209117519 0.0483998490595261 0.0478116666874505 0.047156202495303 0.0464328142295132 0.0456407862951267 0.0447793271103158 0.0438475661905997 0.0428467373066006 0.0417798228827685 0.0406389324453031 0.0394227646057759 0.0380689050118419 0.0366979629041572 0.0352473549021335 0.0337154390333016 0.0321004715673365 0.0304005975175196 0.028613839605156 0.026738085671524 0.0247710745601783 0.0227103805352982 0.0205533963461345 0.0182973150889759 0.0159391110486644 0.0134755197100185
5 0.0503522141649793 0.0501038582878103 0.0497904405270693 0.0494116646571729 0.0489671708068826 0.0484565340746977 0.0478792629081526 0.0472347972452252 0.0465225064144141 0.0457416867876241 0.0448915591771426 0.0439712659644672 0.0429809200381357 0.0419258352760694 0.0407969686699557 0.0395930312387888 0.0382516215252175 0.0368933623294001 0.0354556846909602 0.0339369621321448 0.0323354677206761 0.0306493648115538 0.0288766962589285 0.02701537207713 0.0250631555673815 0.0230176479690013 0.0208762717380744 0.0186362525988344 0.0162946005457629 0.0138480899869729 0.01129323919552
6 0.0501062721557722 0.0498035073537888 0.0494354237462801 0.0490016718363865 0.0485018373095591 0.0479354394516963 0.0473019293296873 0.0466006877311703 0.0458310228580318 0.0449921677654317 0.0440832775346202 0.0431034266634943 0.0420600824469333 0.040943144960799 0.039751337558662 0.0384222715592656 0.0370765831510044 0.0356517175640247 0.0341460635214989 0.0325579105261988 0.0308854398384177 0.0291267139321255 0.0272796644032601 0.0253420783406379 0.023311583211473 0.0211856303576002 0.0189614772412295 0.0166361686137389 0.0142065167973861 0.0116690812525682 0.0089979507225285
7 0.0498052787101017 0.0494478659045551 0.0490248296917822 0.0485357662661992 0.0479802056607314 0.0473576099664104 0.0466673713116434 0.0459088095960924 0.045081169971314 0.0441836200570399 0.0432152468780611 0.0421825917944512 0.0410774908527582 0.0398977152521674 0.0386419241384721 0.0372476614638822 0.0358354919056398 0.0343427839571408 0.0327678432142409 0.0311088684285828 0.0293639412045804 0.0275310141528091 0.0256078975044272 0.0235922442320526 0.0214815337663285 0.0192730544405438 0.0169638848318791 0.014550874187689 0.0120306221138981 0.00938238018876411 0.00666899399623101
8 0.0494489931771669 0.0490366481916953 0.0485583265598715 0.048013568974798 0.0474018484513835 0.0467225683450021 0.0459750601254915 0.0451585808990648 0.0442723106675644 0.0433153493105443 0.0422933883601742 0.0412000335294638 0.0400321936566865 0.0387885404659227 0.0374066310010137 0.0360070437220557 0.0345271617929798 0.0329653065810125 0.0313196939369631 0.0295884241293389 0.0277694702403159 0.0258606650225944 0.0238596862562083 0.0217640406877471 0.0195710466778325 0.0172778157202332 0.0148812330187512 0.0123779373021484 0.00975255527406812 0.00705482716147885 0.0041939232435365
9 0.0490371292844334 0.0485695219227528 0.048035534935271 0.0474346521650158 0.0467662880850445 0.0460297856123789 0.0452244136708588 0.0443493644928708 0.0434037506460569 0.0423924948234621 0.041310797819735 0.0401547997581773 0.0389231848606053 0.0375535231354623 0.0361664066460288 0.0346992329885651 0.033150338999398 0.031517957257346 0.0298002062510234 0.027995079014553 0.0261004302253959 0.0241139617972317 0.0220332070436705 0.0198555135321222 0.017578024785769 0.0151976610168785 0.0127110990737314 0.0101085216792924 0.0074262178030481 0.00458198447004351 0.00162116547003864
10 0.0485693542064467 0.0480461071890499 0.0474560265769849 0.046798537856259 0.0460729952726448 0.0452786794352322 0.0444147946601972 0.0434804660415261 0.0424799314969848 0.041409806194032 0.0402655581889073 0.0390458841317618 0.0376883668816973 0.0363136119405274 0.0348590311154955 0.0333229764284159 0.0317036968352611 0.029999328622442 0.0282078842791499 0.0263272398343877 0.02435512068559 0.0222890859882099 0.0201265117190775 0.0178645725657776 0.0155002228219504 0.0130301764716995 0.0104503203807576 0.00778322452264522 0.00495537569654686 0.00201816609302654 -0.0010195582158394
