V1 V2 V3 V4 V5 V6 V7 V8 V9 V10 V11 V12 V13 V14 V15 V16 V17 V18 V19 V20 V21 V22 V23 V24 V25 V26 V27 V28 V29 V30 V31
1 0.0231007010302964 0.0230649110043103 0.0229575052602021 0.0227783767077987 0.0225273465552392 0.0222041638379108 0.021808504741766 0.0213399717041531 0.0207980922710538 0.0201823176857774 0.019492021180823 0.018726495941931 0.0178849527114285 0.0169665169968282 0.0159702258504432 0.0148950241865565 0.0137397606042433 0.0125031826863277 0.0111839317476645 0.009767024924927 0.00832039022441125 0.00673025285310738 0.00505553868437011 0.00329364161551716 0.00142310387828672 -0.000500647048287651 -0.00254965661318062 -0.00469555198851005 -0.00694678312548797 -0.00930856120713494 -0.0117876207804509
2 0.0230704388094779 0.022974810831142 0.0228074808112903 0.0225682817675256 0.0222569746329937 0.0218732476143637 0.0214167153303628 0.0208869177104194 0.0202833186290724 0.0196053042483549 0.0188521810376063 0.0180231734380463 0.0171174211382256 0.0161339759261032 0.0150717980840784 0.0139297522947853 0.0127066030277188 0.0114010093794253 0.0100014486653353 0.00850715082758609 0.00699171995313798 0.00533105025550861 0.00358365679984567 0.00174645641000016 -0.000183817553656709 -0.00221255858217235 -0.00434160708659445 -0.00657526525121758 -0.00891852755392192 -0.0113778580576493 -0.0139004967715074
3 0.0229796266484282 0.022824083611777 0.0225966986592778 0.0222972445878456 0.0219254215789373 0.0214808563738113 0.0209631012124379 0.0203716325122741 0.0197058492597065 0.0189650710840023 0.0181485359814464 0.0172553976559209 0.0162847224416951 0.0152354857746394 0.0141065681793789 0.0128967507420711 0.0116047100411052 0.0102223306233768 0.00874133350224086 0.00723948206192063 0.00559274083174843 0.00385970698267547 0.00203739265920563 0.0001226346853164 -0.00188999844273659 -0.00400242055645693 -0.00621877036717473 -0.00854383893849058 -0.0109838349168998 -0.0134856863697689 -0.0161668623729302
4 0.0228281879959664 0.0226126021748451 0.0223249807161084 0.0219650357340832 0.021532406038054 0.0210266561103203 0.0204472748280721 0.019793673902452 0.0190651860050913 0.018261062550145 0.0173804710982813 0.0164224923484711 0.0153861166836774 0.0142702402377302 0.0130736604527142 0.0117950710987362 0.0104296877511545 0.00896192574349402 0.00747356854437072 0.00584064762600993 0.00412183849002752 0.00231424439145233 0.00041825634642001 -0.00159552959420502 -0.00367791581620102 -0.00587720895874995 -0.00818438893622452 -0.0106054234769739 -0.0130869447394915 -0.0157533300343657 -0.0185169349417106
5 0.0226159950808686 0.0223401878471948 0.021992096985602 0.0215713733230898 0.021077593520614 0.0205102588368619 0.0198687936135278 0.0191525434529257 0.0183607730562779 0.017492663689443 0.0165473102419716 0.0155237178455655 0.0144207980190186 0.0132373643086539 0.0119721273957019 0.010623535081535 0.00916894785720242 0.0076940059460888 0.00607480450639884 0.00437009372162029 0.00257706388377836 0.000702616158380609 -0.0013180825815136 -0.00336802104601645 -0.00555049737721696 -0.00784007832882127 -0.0102425046397165 -0.0127651632414699 -0.0153554803438412 -0.0180991141254833 -0.0209663297182365
6 0.022342868628535 0.0220066100497587 0.0215977650296931 0.0211159223486848 0.0205605955734474 0.019931221587233 0.0192271588170228 0.0184476851264967 0.0175919953418161 0.0166591983762344 0.0156483139196269 0.0145582686598307 0.013387892004537 0.0121359112747957 0.0108009463439069 0.00936241799658794 0.00790081820739723 0.00629524223315743 0.00460451141258977 0.00282589913350285 0.000975304734472054 -0.000990015882386088 -0.00307266889340181 -0.00523855745339815 -0.00751081462024548 -0.00989496750536928 -0.0123981376651818 -0.0149683552624394 -0.0176972393177831 -0.0205442066366051 -0.0235223362740754
7 0.0220085774554922 0.0216115857626734 0.0211416492930704 0.0205982938525753 0.0199809687820177 0.0192890452325116 0.0185218141115517 0.0176784836671936 0.0167581766765427 0.0157599272046307 0.014682676900504 0.0135252707989433 0.0122864525985948 0.010964859389838 0.00954235234096281 0.00809402686227683 0.00650198867956782 0.00482512687811771 0.00306079412843652 0.00123593440269346 -0.000733812507354573 -0.00279179621199956 -0.00494131614982 -0.00719651159552966 -0.00956270883407684 -0.0120467785307842 -0.0145964459964448 -0.0173071694283271 -0.0201382618737976 -0.0230954200294014 -0.026190487807798
8 0.0216128379330771 0.0211547788487609 0.0206233602733361 0.020018043926091 0.019338213587027 0.0185831730945645 0.0177521439865132 0.0168442627507625 0.0158585776518187 0.0147940450999387 0.0136495255310906 0.0124237787681412 0.0111154588362841 0.0097087652607237 0.0082736512227371 0.00669506903731402 0.00503197224154686 0.00328178909951995 0.00142310387828672 -0.000488828235866347 -0.00252534383123454 -0.00465870524860112 -0.00689708891974452 -0.00924563255125271 -0.0117109698747921 -0.0142405367342023 -0.0169373782061453 -0.0197483920323924 -0.0226849471409557 -0.0257581605371253 -0.0289165560272373
9 0.0211553133093685 0.0206357992224464 0.0200424535218756 0.0193746725264042 0.0186317728980488 0.0178129893382931 0.0169174718993081 0.0159442828764748 0.014892393248895 0.013760678635943 0.0125479147399772 0.0112527722478412 0.0098616694690687 0.00843970854902354 0.00687450600680665 0.00522507664650471 0.00348892075649886 0.00165853871788203 -0.000255432382858818 -0.00227325635410627 -0.00439066107231409 -0.00661247177451662 -0.00894364929432631 -0.0113906038611476 -0.0139004967715074 -0.0165831939822563 -0.0193744994051408 -0.0222908053929008 -0.0253425829498965 -0.0284780356967041 -0.0318069340453601
10 0.0206356128764215 0.0200542018493006 0.0193984284591692 0.0186676220896924 0.0178610304857799 0.0169778171237363 0.0160170581680885 0.0149777389818038 0.0138587501577959 0.0126588830415849 0.0113768247173959 0.010001076160827 0.00853117904989541 0.00704031997293989 0.00540446645352125 0.00368222250710389 0.00187061169185904 -3.05175781254441e-05 -0.00203548198055685 -0.0041371242352598 -0.00634259052949939 -0.00865667599850188 -0.011085580278139 -0.0135762045629353 -0.0162445434930296 -0.0190164916890873 -0.0219128890498441 -0.0249436315297785 -0.0280566230981462 -0.0313675809813482 -0.0348043453031903
